"rank","film","country_of_origin","weekend_gross","distributor","percent_change_on_last_week","weeks_on_release","number_of_cinemas","site_average","total_gross_to_date","weekend_sunday"
6,"Godzilla Vs. Kong","USA","159230","Warner Bros",-0.3746318,8,283,563,2213658,2021-06-06
7,"Tom & Jerry The Movie","UK/USA","96797","Warner Bros",0.22125915,8,361,268,694704,2021-06-06
8,"Nomadland","USA","87649","Disney",-0.51973151,3,166,528,1694952,2021-06-06
9,"Raya And The Last Dragon","USA","81460","Disney",0.22123443,3,281,290,548132,2021-06-06
10,"Demon Slayer: Mugen Train","Jpn","74827","Sony Pictures",-0.89202017,2,219,342,1001786,2021-06-06
11,"Spiral: From The Book Of Saw","USA/Can","65571","Lionsgate",-0.58061669,3,189,347,1387528,2021-06-06
12,"Felix And The Hidden Treasure","Can","43011","Signature Entertainment",NA,1,233,185,43011,2021-06-06
13,"The Lord Of The Rings: The Return Of The King (Re: 2020) - Extended Version","USA/NZl","24652","Warner Bros",NA,46,74,333,95844,2021-06-06
14,"After Love","UK","24495","BFI",NA,1,47,521,24495,2021-06-06
15,"Druga Polowa","Pol","23789","Magnetes",NA,1,104,229,23789,2021-06-06
19,"Land","USA/Can","14615","Universal",NA,1,145,101,14615,2021-06-06
23,"The Witches","UK/USA","7514","Warner Bros",6.29966193,8,117,64,15422,2021-06-06
27,"Gunda","Nor/USA/UK","5344","Altitude",NA,1,30,178,5344,2021-06-06
29,"Ammonite","UK","3708","Lionsgate",-0.06268959,3,23,161,160930,2021-06-06
30,"Hey Duggee At The Movies","UK","3704","Vue Entertainment",5.41228404,35,75,49,51968,2021-06-06
38,"Six Minutes To Midnight","UK","2221","Lionsgate",1.51414827,11,6,370,24190,2021-06-06
40,"The Killing Of Two Lovers","USA","2014","Curzon",NA,1,9,224,2014,2021-06-06
42,"Timmy's Cinema Adventure","UK","1739","Vue Entertainment",NA,42,64,27,59713,2021-06-06
43,"Thomas & Friends: The Great Race","UK","1739","National Amusements UK",NA,264,17,102,301234,2021-06-06
45,"Rare Beasts","UK","1556","Republic Film",-0.63092979,3,6,259,37706,2021-06-06
48,"The Secret Garden","UK/Fra","1130","Sky Cinema",9.75714286,33,7,161,737218,2021-06-06
51,"Judy","UK","745","20th Century Fox",1.94466403,88,1,745,8283449,2021-06-06
52,"Wonder Woman 1984","UK/USA","682","Warner Bros",-0.15279503,25,9,76,1582087,2021-06-06
55,"Dr. Strangelove Or How I Learned To Stop Worrying And Love The Bomb (Re: 2019) & Stanley Kubrick Considers The Bomb","UK/USA","478","Park Circus",NA,108,1,478,55606,2021-06-06
62,"Undergods","UK/Srb/Bel/Swe/Est","347","Munro Film",-0.76281613,4,2,174,2777,2021-06-06
63,"The Lion King","UK/USA","336","Disney",NA,99,1,336,76023161,2021-06-06
64,"Surge","UK","335","Vertigo",-0.8843232,2,3,112,6490,2021-06-06
75,"Granada Nights","UK","54","Eyefive Films",-0.95754365,2,1,54,1928,2021-06-06
1,"A Quiet Place Part II","USA","1314938","Paramount",-0.63148174,2,620,2121,6422005,2021-06-13
2,"Peter Rabbit 2","Aus/USA","798985","Sony Pictures",-0.60981097,4,627,1274,13944643,2021-06-13
3,"Cruella","UK/USA","732285","Disney",-0.43084125,3,583,1256,5915606,2021-06-13
4,"The Conjuring: The Devil Made Me Do It","USA","664829","Warner Bros",-0.36160992,3,486,1368,6780373,2021-06-13
5,"Nobody","USA","574399","Universal",NA,1,492,1167,574399,2021-06-13
6,"The Father","UK/Fra","397418","Lionsgate",NA,1,626,635,397418,2021-06-13
7,"Godzilla Vs. Kong","USA","112197","Warner Bros",-0.29676453,9,343,327,2430004,2021-06-13
8,"Dream Horse","UK","79992","Warner Bros",-0.61814198,2,494,162,478197,2021-06-13
9,"Tom & Jerry The Movie","UK/USA","53590","Warner Bros",-0.44752577,9,355,151,774155,2021-06-13
10,"Nomadland","USA","43196","Disney",-0.51371189,4,166,260,1846468,2021-06-13
11,"Spiral: From The Book Of Saw","USA/Can","41348","Lionsgate",-0.37267872,4,171,242,1496103,2021-06-13
12,"Raya And The Last Dragon","USA","40975","Disney",-0.49768303,4,302,136,604575,2021-06-13
13,"Demon Slayer: Mugen Train","Jpn","40428","Sony Pictures",-0.55806734,3,163,248,1357821,2021-06-13
14,"Phil Lynott: Songs For While I’m Away (Ireland)","Ire/UK","13811","Break Out Pictures",NA,1,32,432,13811,2021-06-13
15,"After Love","UK","9810","BFI",-0.62433943,2,36,273,57477,2021-06-13
17,"Fargo (25th Anniversary)","USA","8585","Park Circus",NA,1,80,107,8585,2021-06-13
27,"The Witches","UK/USA","3934","Warner Bros",-0.47640398,9,87,45,20456,2021-06-13
38,"Mandabi (4K Restoration)","Sen/Fra","1862","Icon/StudioCanal",NA,1,12,155,1862,2021-06-13
40,"Kinky Boots - The Musical (Theatre)","UK","1801","Trafalgar",10.07285583,72,14,129,1454078,2021-06-13
42,"Ammonite","UK","1688","Lionsgate",-0.54476807,4,9,188,168551,2021-06-13
43,"Hey Duggee At The Movies","UK","1593","Vue Entertainment",-0.57697906,36,57,28,54748,2021-06-13
46,"Gladiator","UK/USA/Mlt/Mar","1375","United International Pictures",NA,1101,17,81,31257293,2021-06-13
47,"Six Minutes To Midnight","UK","1304","Lionsgate",-0.41289814,12,4,326,28992,2021-06-13
48,"Wonder Woman 1984","UK/USA","1149","Warner Bros",0.68475073,26,3,383,1584340,2021-06-13
49,"Exhibition On Screen: Sunflowers 2021 (Exhibition)","UK/Nld","1110","Seventh Art Production",NA,2,14,79,6882,2021-06-13
55,"Harry Potter & The Goblet Of Fire","UK/USA","1009","Warner Bros",NA,813,1,1009,49199305,2021-06-13
56,"Rare Beasts","UK","968","Republic Film",-0.37789203,4,4,242,40236,2021-06-13
59,"Me, Myself And Di","UK","647","Kaleidoscope",NA,1,6,108,647,2021-06-13
62,"Bohemian Rhapsody","UK/USA","597","20th Century Fox",NA,138,1,597,55369685,2021-06-13
63,"Judy","UK","529","20th Century Fox",-0.28993289,89,1,529,8283978,2021-06-13
64,"Bait","UK","486","BFI",NA,94,1,486,535217,2021-06-13
65,"Ellie & Abbie (& Ellie's Dead Aunt)","Aus/UK","458","Kaleidoscope",NA,1,8,57,458,2021-06-13
66,"Matthew Bourne's The Car Man 2015 (Dance)","UK","448","Trafalgar",NA,277,1,448,95882,2021-06-13
71,"Surge","UK","338","Vertigo",-0.7785059,3,3,113,8536,2021-06-13
79,"Undergods","UK/Srb/Bel/Swe/Est","72","Munro Film",-0.7925072,5,2,36,4106,2021-06-13
80,"The Mauritanian","UK","71","STX Entertainment",NA,11,1,71,4495,2021-06-13
81,"Made In Italy","UK/Ita","69","Lionsgate",NA,1,1,69,69,2021-06-13
82,"Granada Nights","UK","40","Eyefive Films",-0.26062847,3,1,40,1979,2021-06-13
83,"Bank Job","UK","32","Dartmouth Films",NA,3,1,32,1301,2021-06-13
1,"The Hitman's Wife's Bodyguard","UK/USA","1636128","Lionsgate",NA,1,522,3134,1636128,2021-06-20
2,"Peter Rabbit 2","Aus/USA","1115199","Sony Pictures",0.39170591,5,611,1825,15288119,2021-06-20
3,"In The Heights","USA","1073687","Warner Bros",NA,1,630,1704,1073687,2021-06-20
4,"A Quiet Place Part II","USA","1024942","Paramount",-0.21697092,3,587,1746,8339827,2021-06-20
5,"Cruella","UK/USA","731639","Disney",0.00640455,4,566,1293,7024010,2021-06-20
6,"The Conjuring: The Devil Made Me Do It","USA","494713","Warner Bros",-0.25322056,4,464,1066,7726651,2021-06-20
7,"The Father","UK/Fra","338408","Lionsgate",-0.14847275,2,617,548,1155553,2021-06-20
8,"Nobody","USA","201033","Universal",-0.64985125,2,452,445,1018877,2021-06-20
9,"Monster Hunter","Deu/USA/Jpn/Chn/Can/ZAf","150078","Sony Pictures",NA,1,270,556,150078,2021-06-20
10,"Godzilla Vs. Kong","USA","76192","Warner Bros",-0.32599099,10,230,331,2549257,2021-06-20
11,"Raya And The Last Dragon","USA","71225","Disney",0.73753415,5,376,189,687116,2021-06-20
12,"Tom & Jerry The Movie","UK/USA","63482","Warner Bros",0.18053334,10,254,250,845526,2021-06-20
13,"In The Earth","UK","58538","Universal",NA,1,174,336,58538,2021-06-20
14,"Nomadland","USA","35190","Disney",-0.20803889,5,91,387,1935525,2021-06-20
15,"Dream Horse","UK","26036","Warner Bros",-0.67455814,3,153,170,586395,2021-06-20
16,"The Gruffalo And Zog","UK","20978","Magic Light Pictures/Vue",NA,1,86,244,20978,2021-06-20
20,"The Reason I Jump","UK","14382","Picture House Entertainment",NA,1,38,378,14382,2021-06-20
24,"After Love","UK","8337","BFI",-0.15881344,3,26,321,76568,2021-06-20
26,"It Must Be Heaven","Fra/Qat/Deu/Can/Tur/Pse","5175","New Wave",NA,1,11,470,5175,2021-06-20
33,"The Gruffalo & Room On The Broom","UK/Ger","2962","Magic Light Pictures (UK)",NA,86,18,165,41794,2021-06-20
35,"Hey Duggee At The Movies","UK","2528","Vue Entertainment",0.58734121,37,57,44,57432,2021-06-20
37,"The Tale Of The Fatherless","UK","2087","Gap Entertainment",NA,1,4,522,2087,2021-06-20
41,"Six Minutes To Midnight","UK","1754","Lionsgate",0.34518058,13,5,351,33856,2021-06-20
42,"Ammonite","UK","1558","Lionsgate",-0.07701422,5,2,779,173538,2021-06-20
46,"The Witches","UK/USA","1298","Warner Bros",-0.66998111,10,22,59,21754,2021-06-20
53,"Sisters With Transistors","UK/Fra","478","Modern Films",1.70056497,9,2,239,2432,2021-06-20
54,"Rare Beasts","UK","413","Republic Film",-0.57334711,5,3,138,41310,2021-06-20
57,"The Wicker Man (1973) (Re: 2013)","UK","348","StudioCanal",NA,404,1,348,73238,2021-06-20
61,"Akram Khan's Giselle - ENB 2017 (Ballet)","UK","308","Trafalgar",3.58955224,166,1,308,119865,2021-06-20
64,"Hidden Agenda","UK","290","Enterprise",NA,1589,1,290,145781,2021-06-20
74,"Surge","UK","138","Vertigo",-0.59171598,4,1,138,8902,2021-06-20
77,"Exhibition On Screen: Sunflowers 2021 (Exhibition)","UK/Nld","60","Seventh Art Production",-0.94597515,3,1,60,8555,2021-06-20
1,"Fast & Furious 9","UK/USA","6014132","Universal",NA,1,594,10125,6014132,2021-06-27
2,"Peter Rabbit 2","Aus/USA","831981","Sony Pictures",-0.25561322,6,608,1368,16352734,2021-06-27
3,"In The Heights","USA","689041","Warner Bros",-0.35911748,2,632,1090,2385356,2021-06-27
4,"A Quiet Place Part II","USA","595834","Paramount",-0.41905051,4,539,1105,9568499,2021-06-27
5,"Cruella","UK/USA","463370","Disney",-0.36728292,5,525,883,7803916,2021-06-27
6,"The Hitman's Wife's Bodyguard","UK/USA","446546","Lionsgate",-0.72726734,2,513,870,2604362,2021-06-27
7,"The Conjuring: The Devil Made Me Do It","USA","298174","Warner Bros",-0.39777793,5,369,808,8382304,2021-06-27
8,"Supernova","UK","245715","StudioCanal",NA,1,353,696,245715,2021-06-27
9,"Dogtanian And The Three Muskehounds","Esp","212334","Altitude",NA,1,479,443,212334,2021-06-27
10,"The Father","UK/Fra","134499","Lionsgate",-0.60443216,3,426,316,1597464,2021-06-27
11,"Nobody","USA","56446","Universal",-0.71956061,3,202,279,1206448,2021-06-27
12,"Tom & Jerry The Movie","UK/USA","36072","Warner Bros",-0.43336475,11,202,179,889956,2021-06-27
13,"Raya And The Last Dragon","USA","27362","Disney",-0.58036317,6,212,129,711088,2021-06-27
14,"Godzilla Vs. Kong","USA","24079","Warner Bros",-0.68618124,11,118,204,2599827,2021-06-27
15,"Monster Hunter","Deu/USA/Jpn/Chn/Can/ZAf","21258","Sony Pictures",-0.8587626,2,174,122,235032,2021-06-27
17,"In The Earth","UK","18109","Universal",-0.69309381,2,73,248,129205,2021-06-27
19,"Dream Horse","UK","14081","Warner Bros",-0.46056009,4,63,224,628818,2021-06-27
20,"The Gruffalo And Zog","UK","11151","Magic Light Pictures/Vue",-0.46846343,2,82,136,35260,2021-06-27
21,"Uncle Vanya (Theatre)","UK","10942","Trafalgar",NA,36,88,124,166983,2021-06-27
22,"The Reason I Jump","UK","8666","Picture House Entertainment",-0.41235506,2,36,241,42098,2021-06-27
24,"Fatima","USA/Ita","6569","Republic Film",NA,1,36,182,6569,2021-06-27
25,"Hey Duggee At The Movies","UK","6542","Vue Entertainment",1.58763018,38,86,76,64188,2021-06-27
28,"Nashville (4K Restoration)","USA","5140","BFI",NA,1,5,1028,5140,2021-06-27
29,"Sweat","Pol/Swe","4655","Curzon",NA,1,19,245,4655,2021-06-27
35,"After Love","UK","3245","BFI",-0.61039741,4,10,325,93273,2021-06-27
38,"The Witches","UK/USA","2454","Warner Bros",0.89006385,11,30,82,24424,2021-06-27
39,"The Gruffalo & Room On The Broom","UK/Ger","2353","Magic Light Pictures (UK)",-0.20560432,87,17,138,45917,2021-06-27
41,"The Filmmaker's House","UK","1906","Verve",NA,1,9,212,1906,2021-06-27
46,"Rare Beasts","UK","894","Republic Film",0.59358289,6,3,298,43061,2021-06-27
47,"Sparkling: The Story Of Champagne","UK","856","Swipe",NA,1,1,856,856,2021-06-27
55,"The Tale Of The Fatherless","UK","432","Gap Entertainment",-0.79308957,2,2,216,3760,2021-06-27
59,"Mamma Mia!","UK/USA/Swe","375","Universal",NA,677,1,375,68853513,2021-06-27
66,"2001: A Space Odyssey (Re: 2018)","UK/USA","276","Warner Bros",NA,163,1,276,366490,2021-06-27
67,"The Secret Garden","UK/Fra","275","Sky Cinema",NA,36,2,137,740002,2021-06-27
70,"Matthew Bourne’s Romeo + Juliet 2019 (Ballet)","UK","252","Trafalgar",NA,89,1,252,448499,2021-06-27
71,"Six Minutes To Midnight","UK","246","Lionsgate",-0.85976913,14,2,123,35317,2021-06-27
72,"The King & I: From The London Palladium (Theatre)","UK","236","Trafalgar",NA,136,1,236,1914142,2021-06-27
76,"Exhibition On Screen: Sunflowers 2021 (Exhibition)","UK/Nld","216","Seventh Art Production",2.6,4,1,216,9307,2021-06-27
77,"Undergods","UK/Srb/Bel/Swe/Est","210","Munro Film",NA,7,2,105,4623,2021-06-27
79,"Ammonite","UK","157","Lionsgate",-0.89922978,6,5,31,174852,2021-06-27
80,"Akram Khan's Giselle - ENB 2017 (Ballet)","UK","155","Trafalgar",-0.49593496,167,1,155,120335,2021-06-27
82,"War Horse - NT Live 2020 (Theatre)","UK","125","National Theatre",NA,34,1,125,100265,2021-06-27
83,"Granada Nights","UK","114","Eyefive Films",NA,5,1,114,2725,2021-06-27
85,"A Space In Time","UK","75","Bohemia Media",NA,1,1,75,75,2021-06-27
1,"Fast & Furious 9","UK/USA","2681393","Universal",-0.55578268,2,609,4403,10860015,2021-07-04
2,"Peter Rabbit 2","Aus/USA","830560","Sony Pictures",-0.00195149,7,610,1362,17416535,2021-07-04
3,"In The Heights","USA","466156","Warner Bros",-0.32332204,3,600,777,3318071,2021-07-04
4,"A Quiet Place Part II","USA","425798","Paramount",-0.28519603,5,513,830,10379601,2021-07-04
5,"Cruella","UK/USA","410789","Disney",-0.11464072,6,548,750,8441191,2021-07-04
6,"Freaky","USA","344918","Universal",NA,1,522,661,344918,2021-07-04
7,"The Hitman's Wife's Bodyguard","UK/USA","300050","Lionsgate",-0.3281144,3,459,654,3192076,2021-07-04
8,"The Conjuring: The Devil Made Me Do It","USA","227763","Warner Bros",-0.23603047,6,347,656,8836457,2021-07-04
9,"Another Round","Den/Swe/Nld","205266","StudioCanal",NA,1,130,1579,205266,2021-07-04
10,"Supernova","UK","89721","StudioCanal",-0.63480247,2,361,249,510363,2021-07-04
11,"Dogtanian And The Three Muskehounds","Esp","77792","Altitude",-0.63375799,2,449,173,319391,2021-07-04
12,"The Father","UK/Fra","68877","Lionsgate",-0.4898529,4,294,234,1800886,2021-07-04
13,"Tom & Jerry The Movie","UK/USA","66068","Warner Bros",0.79923747,12,278,238,966180,2021-07-04
14,"Violet Evergarden: The Movie","Jpn","54946","National Amusements UK",NA,1,70,785,54946,2021-07-04
15,"Daisy Quokka: World’s Scariest Animal","Aus","52780","Signature Entertainment",NA,1,376,140,52780,2021-07-04
18,"Michael Ball & Alfie Boe - Back Together (Concert)","UK","22459","CinemaLive",NA,38,119,189,329921,2021-07-04
19,"Last Man Standing","UK","21734","Dogwoof",NA,1,14,1552,21734,2021-07-04
22,"French Exit","Can/Ire","14808","Sony Pictures",NA,1,114,130,14808,2021-07-04
23,"Bing's Animal Stories","UK/Ire","13994","Vue Entertainment",NA,1,105,133,13994,2021-07-04
24,"Dream Horse","UK","13752","Warner Bros",-0.04566273,5,75,183,660941,2021-07-04
25,"Lady Boss: The Jackie Collins Story","UK/USA","11418","Modern Films",NA,1,8,1427,11418,2021-07-04
26,"Trainspotting (Re: 2021)","UK","10212","Park Circus",NA,1,100,102,10212,2021-07-04
27,"Don't Go Gentle: A Film About IDLES","UK","10157","Doc'N Roll Films",NA,1,27,376,10157,2021-07-04
29,"Hey Duggee At The Movies","UK","7737","Vue Entertainment",0.18274996,39,85,91,72224,2021-07-04
30,"The Gruffalo And Zog","UK","7218","Magic Light Pictures/Vue",-0.35263681,3,73,99,47149,2021-07-04
36,"The Adventures of Priscillla, Queen Of The Desert (25th Anniversary)","UK/Aus","3996","Park Circus",NA,109,24,167,31879,2021-07-04
37,"In The Earth","UK","3374","Universal",-0.8136838,3,22,153,146872,2021-07-04
38,"After Love","UK","3336","BFI",0.02804314,5,10,334,101299,2021-07-04
40,"The Reason I Jump","UK","2756","Picture House Entertainment",-0.68738657,3,19,145,54124,2021-07-04
56,"Poly Styrene: I Am A Cliche","UK","892","Modern Films",NA,18,2,446,1869,2021-07-04
59,"Uncle Vanya (Theatre)","UK","724","Trafalgar",-0.93514736,37,2,362,174597,2021-07-04
60,"42nd Street - The Musical (Theatre)","UK","670","Trafalgar",NA,87,1,670,1450717,2021-07-04
62,"Matthew Bourne's The Car Man 2015 (Dance)","UK","588","Trafalgar",NA,280,1,588,96683,2021-07-04
64,"Local Hero (Re: 2021)","UK","573","Park Circus",NA,1,8,72,573,2021-07-04
65,"The Tale Of The Fatherless","UK","517","Gap Entertainment",0.1962963,3,1,517,4577,2021-07-04
66,"Phil Lynott: Songs For While I’m Away","UK/Ire","480","Music Screen",NA,36,7,69,14028,2021-07-04
67,"Six Minutes To Midnight","UK","465","Lionsgate",0.8902439,15,1,465,35987,2021-07-04
71,"Bhaji On The Beach (Re: 2021)","UK","382","Park Circus",NA,1,1,382,382,2021-07-04
75,"Aliens (Re: 2014)","UK/USA","359","20th Century Fox",NA,349,1,360,89604,2021-07-04
77,"Witch: We Intend To Cause Havoc","Cze/Ita/Zmb","355","Bulldog Film Distribution",NA,1,4,89,355,2021-07-04
78,"The Gruffalo & Room On The Broom","UK/Ger","332","Magic Light Pictures (UK)",-0.85890353,88,8,42,47926,2021-07-04
79,"Mamma Mia!","UK/USA/Swe","328","Universal",-0.12533333,678,2,164,68853841,2021-07-04
81,"Undergods","UK/Srb/Bel/Swe/Est","285","Munro Film",0.36211832,8,2,143,5612,2021-07-04
82,"Rare Beasts","UK","201","Republic Film",-0.77516779,7,2,101,44416,2021-07-04
89,"Surge","UK","86","Vertigo",NA,6,1,86,9176,2021-07-04
90,"The Witches","UK/USA","69","Warner Bros",-0.9717201,12,1,69,25121,2021-07-04
91,"Brassed Off (Re: 2021)","UK","60","Park Circus",NA,1,1,60,60,2021-07-04
94,"The Filmmaker's House","UK","36","Verve",-0.98111228,2,1,36,2606,2021-07-04
95,"Sexy Beast (Re: 2021)","UK/Esp","16","Park Circus",NA,1,1,16,16,2021-07-04
1,"Black Widow","UK/USA","6889187","Disney",NA,1,644,10697,6889187,2021-07-11
2,"Fast & Furious 9","UK/USA","1096046","Universal",-0.59147409,3,594,1845,13064613,2021-07-11
3,"Peter Rabbit 2","Aus/USA","546981","Sony Pictures",-0.3422539,8,607,901,18302928,2021-07-11
4,"A Quiet Place Part II","USA","261410","Paramount",-0.38603723,6,469,557,10922529,2021-07-11
